Year,Make,Model,Trim,Base Curb Weight (lbs)
2008,Honda,CR-V,2WD5-DoorEX,3415
2008,Honda,CR-V,4WD5-DoorEX-Lw/Navi,3549
2008,Honda,CR-V,4WD5-DoorLX,3501
2008,Honda,CR-V,4WD5-DoorEX-L,3549
2008,Honda,CR-V,4WD5-DoorEX,3532
2008,Honda,CR-V,2WD5-DoorEX-Lw/Navi,3430
2008,Honda,CR-V,2WD5-DoorLX,3389
2008,Honda,CR-V,2WD5-DoorEX-L,3430
2007,Honda,CR-V,2WD5-DoorEX,3415
2007,Honda,CR-V,4WD5-DoorEX-Lw/Navi,3549
2007,Honda,CR-V,4WD5-DoorLX,3501
2007,Honda,CR-V,4WD5-DoorEX-L,3549
2007,Honda,CR-V,4WD5-DoorEX,3532
2007,Honda,CR-V,2WD5-DoorEX-Lw/Navi,3433
2007,Honda,CR-V,2WD5-DoorLX,3389
2007,Honda,CR-V,2WD5-DoorEX-L,3433
2006,Honda,CR-V,2WDEXAT,3349
2006,Honda,CR-V,4WDEXMT,3406
2006,Honda,CR-V,4WDLXAT,3428
2006,Honda,CR-V,4WDEXATSE,3494
2006,Honda,CR-V,4WDEXAT,3472
2006,Honda,CR-V,2WDLXAT,3318
2005,Honda,CR-V,2WDLXAT,3318
2005,Honda,CR-V,4WDEXMT,3406
2005,Honda,CR-V,4WDLXAT,3428
2005,Honda,CR-V,4WDEXATSE,3494
2005,Honda,CR-V,4WDEXAT,3472
2004,Honda,CR-V,4WDLXManualw/SideAirbags,3258
2004,Honda,CR-V,4WDLXManual,3258
2004,Honda,CR-V,4WDEXManual,3287
2003,Honda,CR-V,4WDLXManualw/SideAirbags,3258
2003,Honda,CR-V,4WDLXManual,3258
2003,Honda,CR-V,4WDEXManual,3287
2002,Honda,CR-V,4WDLXManualw/SideAirbags,3258
2002,Honda,CR-V,4WDLXManual,3258
2002,Honda,CR-V,4WDEXManual,3287
2001,Honda,CR-V,4WDLXManual,3210
2001,Honda,CR-V,4WDEXManual,3219
2000,Honda,CR-V,4WDLXManual,3210
2000,Honda,CR-V,4WDEXManual,3219
1999,Honda,CR-V,2WDLXAutomatic,3153
1999,Honda,CR-V,4WDLXManual,3164
1999,Honda,CR-V,4WDEXManual,3164
1999,Honda,CR-V,4WDLXAutomatic,3164
1999,Honda,CR-V,4WDEXAutomatic,3164
1998,Honda,CR-V,2WDLXAutomatic,3153
1998,Honda,CR-V,4WDLXManual,3164
1998,Honda,CR-V,4WDEXManual,3164
1998,Honda,CR-V,4WDLXAutomatic,3164
1998,Honda,CR-V,4WDEXAutomatic,3164
1997,Honda,CR-V,5-DoorAutomatic,3164
1997,Honda,CR-V,5-DoorAutomaticw/ABS,3153
2019,Honda,Insight,EXCVT,3000
2019,Honda,Insight,TouringCVT,3078
2019,Honda,Insight,LXCVT,2987
2013,Honda,Insight,5-DoorCVT,2747
2013,Honda,Insight,5-DoorCVTEXw/NaviPZEV,2767
2013,Honda,Insight,5-DoorCVTEXw/Navi,2767
2013,Honda,Insight,5-DoorCVTLXPZEV,2756
2013,Honda,Insight,5-DoorCVTEXPZEV,2762
2013,Honda,Insight,5-DoorCVTPZEV,2747
2013,Honda,Insight,5-DoorCVTLX,2756
2013,Honda,Insight,5-DoorCVTEX,2762
2012,Honda,Insight,5-DoorCVT,2747
2012,Honda,Insight,5-DoorCVTEXw/NaviPZEV,2767
2012,Honda,Insight,5-DoorCVTEXw/Navi,2767
2012,Honda,Insight,5-DoorCVTLXPZEV,2756
2012,Honda,Insight,5-DoorCVTEXPZEV,2762
2012,Honda,Insight,5-DoorCVTPZEV,2747
2012,Honda,Insight,5-DoorCVTLX,2756
2012,Honda,Insight,5-DoorCVTEX,2762
2011,Honda,Insight,5-DoorCVT,2717
2011,Honda,Insight,5-DoorCVTEXw/NaviPZEV,2735
2011,Honda,Insight,5-DoorCVTEXw/Navi,2735
2011,Honda,Insight,5-DoorCVTLXPZEV,2727
2011,Honda,Insight,5-DoorCVTEXPZEV,2735
2011,Honda,Insight,5-DoorCVTPZEV,2717
2011,Honda,Insight,5-DoorCVTLX,2727
2011,Honda,Insight,5-DoorCVTEX,2735
2010,Honda,Insight,5-DoorCVTEX,2727
2010,Honda,Insight,5-DoorCVTEXw/NaviPZEV,2734
2010,Honda,Insight,5-DoorCVTEXw/Navi,2734
2010,Honda,Insight,5-DoorCVTLXPZEV,2723
2010,Honda,Insight,5-DoorCVTEXPZEV,2727
2010,Honda,Insight,5-DoorCVTLX,2723
2006,Honda,Insight,CVTwithA/C,1975
2006,Honda,Insight,MTwithA/C,1881
2006,Honda,Insight,MT,1850
2005,Honda,Insight,CVTwithA/C,1975
2005,Honda,Insight,MTwithA/C,1881
2005,Honda,Insight,MT,1850
2004,Honda,Insight,3-DoorHBCVTw/AirCond,1975
2004,Honda,Insight,3-DoorHBManualw/AirCond,1881
2004,Honda,Insight,3-DoorHBManual,1850
2003,Honda,Insight,3-DoorHBCVTw/AirCond,1967
2003,Honda,Insight,3-DoorHBManualw/AirCond,1878
2003,Honda,Insight,3-DoorHBManual,1847
2002,Honda,Insight,3-DoorHBCVTw/AirCond,1967
2002,Honda,Insight,3-DoorHBManualw/AirCond,1878
2002,Honda,Insight,3-DoorHBManual,1847
2001,Honda,Insight,3-DoorHBCVTw/AirCond,1967
2001,Honda,Insight,3-DoorHBManualw/AirCond,1887
2001,Honda,Insight,3-DoorHBManual,1856
2000,Honda,Insight,3-DoorHBManual,1856
2000,Honda,Insight,3-DoorHBManualw/AirCond,1887
2019,Honda,Civic,CoupeEXCVT,2897
2019,Honda,Civic,SportManual,2838
2019,Honda,Civic,LXManual,2762
2019,Honda,Civic,TouringCVT,2963
2019,Honda,Civic,SportCVT,2847
2019,Honda,Civic,LXCVT,2771
2019,Honda,Civic,EX-LCVT,2928
2019,Honda,Civic,EXCVT,2917
2019,Honda,Civic,CoupeSportManual,2826
2019,Honda,Civic,CoupeTouringCVT,2937
2019,Honda,Civic,CoupeSportCVT,2837
2019,Honda,Civic,CoupeLXCVT,2763
2018,Honda,Civic,CoupeEX-LCVT,2900
2018,Honda,Civic,LXManual,2742
2018,Honda,Civic,EX-TManual,2849
2018,Honda,Civic,EX-LCVTw/Navigation,2910
2018,Honda,Civic,LXCVTw/HondaSensing,2761
2018,Honda,Civic,EX-TCVTw/HondaSensing,2905
2018,Honda,Civic,EX-LCVTw/HondaSensing,2917
2018,Honda,Civic,EXCVTw/HondaSensing,2799
2018,Honda,Civic,TouringCVT,2923
2018,Honda,Civic,LXCVT,2751
2018,Honda,Civic,EX-TCVT,2899
2018,Honda,Civic,EX-LCVT,2910
2018,Honda,Civic,EXCVT,2795
2018,Honda,Civic,CoupeLXManual,2739
2018,Honda,Civic,CoupeEX-TManual,2830
2018,Honda,Civic,CoupeTouringCVT,2888
2018,Honda,Civic,CoupeLX-PCVT,2775
2018,Honda,Civic,CoupeLXCVT,2752
2018,Honda,Civic,CoupeEX-TCVT,2889
2016,Honda,Civic,4-DoorCVTEX,2795
2016,Honda,Civic,Coupe2-DoorManualLX,2739
2016,Honda,Civic,Coupe2-DoorCVTTouring,2888
2016,Honda,Civic,Coupe2-DoorCVTLX-P,2775
2016,Honda,Civic,Coupe2-DoorCVTLX,2752
2016,Honda,Civic,Coupe2-DoorCVTEX-T,2889
2016,Honda,Civic,Coupe2-DoorCVTEX-L,2900
2016,Honda,Civic,4-DoorManualLX,2742
2016,Honda,Civic,4-DoorCVTEX-Lw/Navi,2910
2016,Honda,Civic,4-DoorCVTLXw/HondaSensing,2761
2016,Honda,Civic,4-DoorCVTEX-Tw/HondaSensing,2905
2016,Honda,Civic,4-DoorCVTEX-Lw/HondaSensing,2917
2016,Honda,Civic,4-DoorCVTEXw/HondaSensing,2799
2016,Honda,Civic,4-DoorCVTTouring,2923
2016,Honda,Civic,4-DoorCVTLX,2751
2016,Honda,Civic,4-DoorCVTEX-T,2899
2016,Honda,Civic,4-DoorCVTEX-L,2910
2015,Honda,Civic,4-DoorAutomaticCNG,2933
2015,Honda,Civic,Hybrid4-DoorSedanL4CVTw/NaviPZEV,2873
2015,Honda,Civic,Hybrid4-DoorSedanL4CVTw/Navi&LeatherPZEV,2873
2015,Honda,Civic,Hybrid4-DoorSedanL4CVTw/Navi&Leather,2873
2015,Honda,Civic,Hybrid4-DoorSedanL4CVTw/Navi,2873
2015,Honda,Civic,Hybrid4-DoorSedanL4CVTw/LeatherPZEV,2873
2015,Honda,Civic,Hybrid4-DoorSedanL4CVTw/Leather,2873
2015,Honda,Civic,Hybrid4-DoorSedanL4CVTPZEV,2873
2015,Honda,Civic,Hybrid4-DoorSedanL4CVT,2873
2015,Honda,Civic,Coupe2-DoorManualSiw/SummerTires,3002
2015,Honda,Civic,Coupe2-DoorManualSiw/SummerTires&Navi,3004
2015,Honda,Civic,Coupe2-DoorManualSiw/Navi,3004
2015,Honda,Civic,Coupe2-DoorManualSi,3002
2015,Honda,Civic,Coupe2-DoorManualLX,2754
2015,Honda,Civic,Coupe2-DoorManualEX,2805
2015,Honda,Civic,Coupe2-DoorCVTEX-Lw/Navi,2916
2015,Honda,Civic,Coupe2-DoorCVTLX,2824
2015,Honda,Civic,Coupe2-DoorCVTEX-L,2914
2015,Honda,Civic,Coupe2-DoorCVTEX,2863
2015,Honda,Civic,4-DoorManualSiw/SummerTires,3002
2015,Honda,Civic,4-DoorManualSiw/Navi,3011
2015,Honda,Civic,4-DoorManualSi,3002
2015,Honda,Civic,4-DoorManualLX,2754
2015,Honda,Civic,4-DoorCVTEX-Lw/Navi,2930
2015,Honda,Civic,4-DoorCVTSE,2786
2015,Honda,Civic,4-DoorCVTLX,2811
2015,Honda,Civic,4-DoorCVTHF,2749
2015,Honda,Civic,4-DoorCVTEX-L,2921
2015,Honda,Civic,4-DoorCVTEX,2868
2015,Honda,Civic,4-DoorAutomaticCNGw/Navi,2937
2014,Honda,Civic,4-DoorAutomaticCNG,2933
2014,Honda,Civic,Hybrid4-DoorSedanL4CVTw/NaviPZEV,2873
2014,Honda,Civic,Hybrid4-DoorSedanL4CVTw/Navi&LeatherPZEV,2873
2014,Honda,Civic,Hybrid4-DoorSedanL4CVTw/Navi&Leather,2873
2014,Honda,Civic,Hybrid4-DoorSedanL4CVTw/Navi,2873
2014,Honda,Civic,Hybrid4-DoorSedanL4CVTw/LeatherPZEV,2873
2014,Honda,Civic,Hybrid4-DoorSedanL4CVTw/Leather,2873
2014,Honda,Civic,Hybrid4-DoorSedanL4CVTPZEV,2873
2014,Honda,Civic,Hybrid4-DoorSedanL4CVT,2873
2014,Honda,Civic,Coupe2-DoorManualSiw/SummerTires,3002
2014,Honda,Civic,Coupe2-DoorManualSiw/SummerTires&Navi,3004
2014,Honda,Civic,Coupe2-DoorManualSiw/Navi,3004
2014,Honda,Civic,Coupe2-DoorManualSi,3002
2014,Honda,Civic,Coupe2-DoorManualLX,2754
2014,Honda,Civic,Coupe2-DoorManualEX,2805
2014,Honda,Civic,Coupe2-DoorCVTEX-Lw/Navi,2916
2014,Honda,Civic,Coupe2-DoorCVTLX,2824
2014,Honda,Civic,Coupe2-DoorCVTEX-L,2914
2014,Honda,Civic,Coupe2-DoorCVTEX,2863
2014,Honda,Civic,4-DoorManualSiw/SummerTires,3002
2014,Honda,Civic,4-DoorManualSiw/Navi,3011
2014,Honda,Civic,4-DoorManualSi,3002
2014,Honda,Civic,4-DoorManualLX,2754
2014,Honda,Civic,4-DoorCVTEX-Lw/Navi,2930
2014,Honda,Civic,4-DoorCVTLX,2811
2014,Honda,Civic,4-DoorCVTHF,2749
2014,Honda,Civic,4-DoorCVTEX-L,2921
2014,Honda,Civic,4-DoorCVTEX,2868
2014,Honda,Civic,4-DoorAutomaticCNGw/Navi,2937
2013,Honda,Civic,4-DoorAutomaticCNG,2928
2013,Honda,Civic,Hybrid4-DoorSedanL4CVTw/NaviPZEV,2873
2013,Honda,Civic,Hybrid4-DoorSedanL4CVTw/Navi&LeatherPZEV,2879
2013,Honda,Civic,Hybrid4-DoorSedanL4CVTw/Navi&Leather,2879
2013,Honda,Civic,Hybrid4-DoorSedanL4CVTw/Navi,2873
2013,Honda,Civic,Hybrid4-DoorSedanL4CVTw/LeatherPZEV,2875
2013,Honda,Civic,Hybrid4-DoorSedanL4CVTw/Leather,2875
2013,Honda,Civic,Hybrid4-DoorSedanL4CVTPZEV,2868
2013,Honda,Civic,Hybrid4-DoorSedanL4CVT,2868
2013,Honda,Civic,Coupe2-DoorManualSiw/SummerTires,2943
2013,Honda,Civic,Coupe2-DoorManualSiw/SummerTires&Navi,2966
2013,Honda,Civic,Coupe2-DoorManualSiw/Navi,2966
2013,Honda,Civic,Coupe2-DoorManualSi,2943
2013,Honda,Civic,Coupe2-DoorManualLX,2716
2013,Honda,Civic,Coupe2-DoorManualEX,2771
2013,Honda,Civic,Coupe2-DoorAutomaticEX-Lw/NaviPZEV,2868
2013,Honda,Civic,Coupe2-DoorAutomaticEXw/NaviPZEV,2846
2013,Honda,Civic,Coupe2-DoorAutomaticEX-Lw/Navi,2868
2013,Honda,Civic,Coupe2-DoorAutomaticEXw/Navi,2846
2013,Honda,Civic,Coupe2-DoorAutomaticLXPZEV,2789
2013,Honda,Civic,Coupe2-DoorAutomaticEX-LPZEV,2857
2013,Honda,Civic,Coupe2-DoorAutomaticEXPZEV,2837
2013,Honda,Civic,Coupe2-DoorAutomaticLX,2789
2013,Honda,Civic,Coupe2-DoorAutomaticEX-L,2857
2013,Honda,Civic,Coupe2-DoorAutomaticEX,2837
2013,Honda,Civic,4-DoorManualSiw/SummerTires,2967
2013,Honda,Civic,4-DoorManualSiw/Navi,2992
2013,Honda,Civic,4-DoorManualSi,2967
2013,Honda,Civic,4-DoorManualLX,2740
2013,Honda,Civic,4-DoorAutomaticEX-Lw/NaviPZEV,2877
2013,Honda,Civic,4-DoorAutomaticEXw/NaviPZEV,2866
2013,Honda,Civic,4-DoorAutomaticEX-Lw/Navi,2877
2013,Honda,Civic,4-DoorAutomaticEXw/Navi,2866
2013,Honda,Civic,4-DoorAutomaticCNGw/Navi,2932
2013,Honda,Civic,4-DoorAutomaticLXPZEV,2815
2013,Honda,Civic,4-DoorAutomaticHFPZEV,2756
2013,Honda,Civic,4-DoorAutomaticEX-LPZEV,2868
2013,Honda,Civic,4-DoorAutomaticEXPZEV,2855
2013,Honda,Civic,4-DoorAutomaticLX,2815
2013,Honda,Civic,4-DoorAutomaticHF,2756
2013,Honda,Civic,4-DoorAutomaticEX-L,2868
2013,Honda,Civic,4-DoorAutomaticEX,2855
2012,Honda,Civic,4-DoorAutomaticCNG,2848
2012,Honda,Civic,Hybrid4-DoorSedanL4CVTw/NaviPZEV,2862
2012,Honda,Civic,Hybrid4-DoorSedanL4CVTw/Navi&LeatherPZEV,2875
2012,Honda,Civic,Hybrid4-DoorSedanL4CVTw/Navi&Leather,2875
2012,Honda,Civic,Hybrid4-DoorSedanL4CVTw/Navi,2862
2012,Honda,Civic,Hybrid4-DoorSedanL4CVTw/LeatherPZEV,2868
2012,Honda,Civic,Hybrid4-DoorSedanL4CVTw/Leather,2868
2012,Honda,Civic,Hybrid4-DoorSedanL4CVTPZEV,2853
2012,Honda,Civic,Hybrid4-DoorSedanL4CVT,2853
2012,Honda,Civic,Coupe2-DoorManualSiw/SummerTires,2877
2012,Honda,Civic,Coupe2-DoorManualSiw/SummerTires&Navi,2897
2012,Honda,Civic,Coupe2-DoorManualSiw/Navi,2897
2012,Honda,Civic,Coupe2-DoorManualSi,2877
2012,Honda,Civic,Coupe2-DoorManualLX,2716
2012,Honda,Civic,Coupe2-DoorManualEX,2716
2012,Honda,Civic,Coupe2-DoorManualDX,2716
2012,Honda,Civic,Coupe2-DoorAutomaticEX-Lw/NaviPZEV,2716
2012,Honda,Civic,Coupe2-DoorAutomaticEXw/NaviPZEV,2716
2012,Honda,Civic,Coupe2-DoorAutomaticEX-Lw/Navi,2716
2012,Honda,Civic,Coupe2-DoorAutomaticEXw/Navi,2716
2012,Honda,Civic,Coupe2-DoorAutomaticLXPZEV,2716
2012,Honda,Civic,Coupe2-DoorAutomaticEX-LPZEV,2716
2012,Honda,Civic,Coupe2-DoorAutomaticEXPZEV,2716
2012,Honda,Civic,Coupe2-DoorAutomaticDXPZEV,2716
2012,Honda,Civic,Coupe2-DoorAutomaticLX,2716
2012,Honda,Civic,Coupe2-DoorAutomaticEX-L,2716
2012,Honda,Civic,Coupe2-DoorAutomaticEX,2716
2012,Honda,Civic,Coupe2-DoorAutomaticDX,2716
2012,Honda,Civic,4-DoorManualSiw/SummerTires,2954
2012,Honda,Civic,4-DoorManualSiw/Navi,2954
2012,Honda,Civic,4-DoorManualSi,2954
2012,Honda,Civic,4-DoorManualLX,2641
2012,Honda,Civic,4-DoorManualDX,2608
2012,Honda,Civic,4-DoorAutomaticEX-Lw/NaviPZEV,2773
2012,Honda,Civic,4-DoorAutomaticEXw/NaviPZEV,2765
2012,Honda,Civic,4-DoorAutomaticEX-Lw/Navi,2773
2012,Honda,Civic,4-DoorAutomaticEXw/Navi,2765
2012,Honda,Civic,4-DoorAutomaticCNGw/Navi,2855
2012,Honda,Civic,4-DoorAutomaticLXPZEV,2705
2012,Honda,Civic,4-DoorAutomaticHFPZEV,2698
2012,Honda,Civic,4-DoorAutomaticEX-LPZEV,2773
2012,Honda,Civic,4-DoorAutomaticEXPZEV,2765
2012,Honda,Civic,4-DoorAutomaticDXPZEV,2672
2012,Honda,Civic,4-DoorAutomaticLX,2705
2012,Honda,Civic,4-DoorAutomaticHF,2698
2012,Honda,Civic,4-DoorAutomaticEX-L,2773
2012,Honda,Civic,4-DoorAutomaticEX,2765
2012,Honda,Civic,4-DoorAutomaticDX,2672
2011,Honda,Civic,4-DoorAutomaticDX,2692
2011,Honda,Civic,Hybrid4-DoorSedanL4CVTw/Navi&Leather,2877
2011,Honda,Civic,Hybrid4-DoorSedanL4CVTw/Navi,2877
2011,Honda,Civic,Hybrid4-DoorSedanL4CVTw/Leather,2877
2011,Honda,Civic,Hybrid4-DoorSedanL4CVT,2877
2011,Honda,Civic,Coupe2-DoorManualSiw/SummerTires,2895
2011,Honda,Civic,Coupe2-DoorManualSiw/Navi,2895
2011,Honda,Civic,Coupe2-DoorManualSi,2895
2011,Honda,Civic,Coupe2-DoorManualLX,2659
2011,Honda,Civic,Coupe2-DoorManualEX,2703
2011,Honda,Civic,Coupe2-DoorManualDX,2588
2011,Honda,Civic,Coupe2-DoorAutomaticEX-Lw/Navi,2784
2011,Honda,Civic,Coupe2-DoorAutomaticEXw/Navi,2771
2011,Honda,Civic,Coupe2-DoorAutomaticLX,2721
2011,Honda,Civic,Coupe2-DoorAutomaticEX-L,2784
2011,Honda,Civic,Coupe2-DoorAutomaticEX,2771
2011,Honda,Civic,Coupe2-DoorAutomaticDX,2652
2011,Honda,Civic,4-DoorManualSiw/SummerTires,2954
2011,Honda,Civic,4-DoorManualSiw/Navi,2954
2011,Honda,Civic,4-DoorManualSi,2954
2011,Honda,Civic,4-DoorManualLX-S,2687
2011,Honda,Civic,4-DoorManualLX,2687
2011,Honda,Civic,4-DoorManualEX,2747
2011,Honda,Civic,4-DoorManualDX-VP,2648
2011,Honda,Civic,4-DoorManualDX,2630
2011,Honda,Civic,4-DoorAutomaticEX-Lw/Navi,2831
2011,Honda,Civic,4-DoorAutomaticEXw/Navi,2820
2011,Honda,Civic,4-DoorAutomaticLX-S,2754
2011,Honda,Civic,4-DoorAutomaticLX,2754
2011,Honda,Civic,4-DoorAutomaticGX,2910
2011,Honda,Civic,4-DoorAutomaticEX-L,2831
2011,Honda,Civic,4-DoorAutomaticEX,2820
2011,Honda,Civic,4-DoorAutomaticDX-VP,2709
2010,Honda,Civic,4-DoorAutomaticDX,2692
2010,Honda,Civic,Hybrid4-DoorSedanL4CVTw/Navi&Leather,2877
2010,Honda,Civic,Hybrid4-DoorSedanL4CVTw/Navi,2877
2010,Honda,Civic,Hybrid4-DoorSedanL4CVTw/Leather,2877
2010,Honda,Civic,Hybrid4-DoorSedanL4CVT,2877
2010,Honda,Civic,Coupe2-DoorManualSiw/SummerTires,2895
2010,Honda,Civic,Coupe2-DoorManualSiw/Navi,2895
2010,Honda,Civic,Coupe2-DoorManualEX-Lw/Navi,2714
2010,Honda,Civic,Coupe2-DoorManualEXw/Navi,2703
2010,Honda,Civic,Coupe2-DoorManualSiw/Navi&SummerTires,2895
2010,Honda,Civic,Coupe2-DoorManualSi,2895
2010,Honda,Civic,Coupe2-DoorManualLX,2659
2010,Honda,Civic,Coupe2-DoorManualEX-L,2714
2010,Honda,Civic,Coupe2-DoorManualEX,2703
2010,Honda,Civic,Coupe2-DoorManualDX,2588
2010,Honda,Civic,Coupe2-DoorAutomaticEX-Lw/Navi,2784
2010,Honda,Civic,Coupe2-DoorAutomaticEXw/Navi,2771
2010,Honda,Civic,Coupe2-DoorAutomaticLX,2721
2010,Honda,Civic,Coupe2-DoorAutomaticEX-L,2784
2010,Honda,Civic,Coupe2-DoorAutomaticEX,2771
2010,Honda,Civic,Coupe2-DoorAutomaticDX,2652
2010,Honda,Civic,4-DoorManualSiw/SummerTires,2954
2010,Honda,Civic,4-DoorManualSiw/Navi,2954
2010,Honda,Civic,4-DoorManualEX-Lw/Navi,2760
2010,Honda,Civic,4-DoorManualEXw/Navi,2747
2010,Honda,Civic,4-DoorManualSiw/Navi&SummerTires,2954
2010,Honda,Civic,4-DoorManualSi,2954
2010,Honda,Civic,4-DoorManualLX-S,2687
2010,Honda,Civic,4-DoorManualLX,2687
2010,Honda,Civic,4-DoorManualEX-L,2760
2010,Honda,Civic,4-DoorManualEX,2747
2010,Honda,Civic,4-DoorManualDX-VP,2648
2010,Honda,Civic,4-DoorManualDX,2630
2010,Honda,Civic,4-DoorAutomaticEX-Lw/Navi,2831
2010,Honda,Civic,4-DoorAutomaticEXw/Navi,2820
2010,Honda,Civic,4-DoorAutomaticLX-S,2754
2010,Honda,Civic,4-DoorAutomaticLX,2754
2010,Honda,Civic,4-DoorAutomaticGX,2910
2010,Honda,Civic,4-DoorAutomaticEX-L,2831
2010,Honda,Civic,4-DoorAutomaticEX,2820
2010,Honda,Civic,4-DoorAutomaticDX-VP,2709
2009,Honda,Civic,4-DoorAutomaticDX,2692
2009,Honda,Civic,Hybrid4-DoorSedanw/Navi&Leather,2877
2009,Honda,Civic,Hybrid4-DoorSedanw/Navi,2877
2009,Honda,Civic,Hybrid4-DoorSedanw/Leather,2877
2009,Honda,Civic,Hybrid4-DoorSedan,2877
2009,Honda,Civic,Coupe2-DoorManualSiw/SummerTires,2895
2009,Honda,Civic,Coupe2-DoorManualSiw/Navi,2895
2009,Honda,Civic,Coupe2-DoorManualEX-Lw/Navi,2714
2009,Honda,Civic,Coupe2-DoorManualEXw/Navi,2703
2009,Honda,Civic,Coupe2-DoorManualSiw/Navi&SummerTires,2895
2009,Honda,Civic,Coupe2-DoorManualSi,2895
2009,Honda,Civic,Coupe2-DoorManualLX,2659
2009,Honda,Civic,Coupe2-DoorManualEX-L,2714
2009,Honda,Civic,Coupe2-DoorManualEX,2703
2009,Honda,Civic,Coupe2-DoorManualDX,2588
2009,Honda,Civic,Coupe2-DoorAutomaticEX-Lw/Navi,2784
2009,Honda,Civic,Coupe2-DoorAutomaticEXw/Navi,2771
2009,Honda,Civic,Coupe2-DoorAutomaticLX,2721
2009,Honda,Civic,Coupe2-DoorAutomaticEX-L,2784
2009,Honda,Civic,Coupe2-DoorAutomaticEX,2771
2009,Honda,Civic,Coupe2-DoorAutomaticDX,2652
2009,Honda,Civic,4-DoorManualSiw/SummerTires,2954
2009,Honda,Civic,4-DoorManualSiw/Navi,2954
2009,Honda,Civic,4-DoorManualEX-Lw/Navi,2760
2009,Honda,Civic,4-DoorManualEXw/Navi,2747
2009,Honda,Civic,4-DoorManualSiw/Navi&SummerTires,2954
2009,Honda,Civic,4-DoorManualSi,2954
2009,Honda,Civic,4-DoorManualLX-S,2687
2009,Honda,Civic,4-DoorManualLX,2687
2009,Honda,Civic,4-DoorManualEX-L,2760
2009,Honda,Civic,4-DoorManualEX,2747
2009,Honda,Civic,4-DoorManualDX-VP,2648
2009,Honda,Civic,4-DoorManualDX,2630
2009,Honda,Civic,4-DoorAutomaticEX-Lw/Navi,2831
2009,Honda,Civic,4-DoorAutomaticEXw/Navi,2820
2009,Honda,Civic,4-DoorAutomaticLX-S,2754
2009,Honda,Civic,4-DoorAutomaticLX,2754
2009,Honda,Civic,4-DoorAutomaticGX,2910
2009,Honda,Civic,4-DoorAutomaticEX-L,2831
2009,Honda,Civic,4-DoorAutomaticEX,2820
2009,Honda,Civic,4-DoorAutomaticDX-VP,2709
2008,Honda,Civic,4-DoorAutomaticDX,2690
2008,Honda,Civic,Hybrid4-DoorSedanw/Navi,2877
2008,Honda,Civic,Hybrid4-DoorSedan,2877
2008,Honda,Civic,Coupe2-DoorManualSiw/SummerTires,2886
2008,Honda,Civic,Coupe2-DoorManualSiw/Navi,2886
2008,Honda,Civic,Coupe2-DoorManualEX-Lw/Navi,2698
2008,Honda,Civic,Coupe2-DoorManualEXw/Navi,2698
2008,Honda,Civic,Coupe2-DoorManualSiw/Navi&SummerTires,2886
2008,Honda,Civic,Coupe2-DoorManualSi,2886
2008,Honda,Civic,Coupe2-DoorManualLX,2657
2008,Honda,Civic,Coupe2-DoorManualEX-L,2698
2008,Honda,Civic,Coupe2-DoorManualEX,2698
2008,Honda,Civic,Coupe2-DoorManualDX,2586
2008,Honda,Civic,Coupe2-DoorAutomaticEX-Lw/Navi,2769
2008,Honda,Civic,Coupe2-DoorAutomaticEXw/Navi,2769
2008,Honda,Civic,Coupe2-DoorAutomaticLX,2718
2008,Honda,Civic,Coupe2-DoorAutomaticEX-L,2769
2008,Honda,Civic,Coupe2-DoorAutomaticEX,2769
2008,Honda,Civic,Coupe2-DoorAutomaticDX,2650
2008,Honda,Civic,4-DoorManualSiw/SummerTires,2945
2008,Honda,Civic,4-DoorManualSiw/Navi,2945
2008,Honda,Civic,4-DoorManualEX-Lw/Navi,2738
2008,Honda,Civic,4-DoorManualEXw/Navi,2738
2008,Honda,Civic,4-DoorManualSiw/Navi&SummerTires,2945
2008,Honda,Civic,4-DoorManualSiMugen,2945
2008,Honda,Civic,4-DoorManualSi,2945
2008,Honda,Civic,4-DoorManualLX,2685
2008,Honda,Civic,4-DoorManualEX-L,2738
2008,Honda,Civic,4-DoorManualEX,2738
2008,Honda,Civic,4-DoorManualDX,2628
2008,Honda,Civic,4-DoorAutomaticEX-Lw/Navi,2806
2008,Honda,Civic,4-DoorAutomaticEXw/Navi,2806
2008,Honda,Civic,4-DoorAutomaticLX,2751
2008,Honda,Civic,4-DoorAutomaticGX,2904
2008,Honda,Civic,4-DoorAutomaticEX-L,2806
2008,Honda,Civic,4-DoorAutomaticEX,2806
2007,Honda,Civic,4-DoorATDX,2690
2007,Honda,Civic,Si4-DoorSedanManualw/ST,2945
2007,Honda,Civic,Si4-DoorSedanManualw/Navi&ST,2945
2007,Honda,Civic,Si4-DoorSedanManualw/Navi,2945
2007,Honda,Civic,Si4-DoorSedanManual,2945
2007,Honda,Civic,Si2-DoorCoupeManualw/ST,2886
2007,Honda,Civic,Si2-DoorCoupeManualw/Navi&ST,2886
2007,Honda,Civic,Si2-DoorCoupeManualw/Navi,2886
2007,Honda,Civic,Si2-DoorCoupeManual,2886
2007,Honda,Civic,Hybrid4-DoorSedanw/Navi,2875
2007,Honda,Civic,Hybrid4-DoorSedan,2875
2007,Honda,Civic,Coupe2-DoorMTEXw/Navi,2698
2007,Honda,Civic,Coupe2-DoorMTLX,2657
2007,Honda,Civic,Coupe2-DoorMTEX,2698
2007,Honda,Civic,Coupe2-DoorMTDX,2586
